itemId,title,details
835,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)","Masashi Kishimoto, Katy Bridges"
810,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",Bisco Hatori
1006,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice"
220,Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz
1736,Dark Matter,Blake Crouch
1952,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan
2083,The Darkest Night (Lords of the Underworld #1),Gena Showalter
2127,Olivia,Ian Falconer
1505,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken
2075,"The Boy Next Door (Boy, #1)",Meg Cabot
1376,"The Ugly Truth (Diary of a Wimpy Kid, #5)",Jeff Kinney
1965,"The Young Elites (The Young Elites, #1)",Marie Lu
1608,"Paranormalcy (Paranormalcy, #1)",Kiersten White
2697,"Firelight (Firelight, #1)",Sophie Jordan
632,"Shatter Me (Shatter Me, #1)",Tahereh Mafi
1000,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo
1997,"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers
1157,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson"
3150,"Mystery Man (Dream Man, #1)",Kristen Ashley
1550,"Heist Society (Heist Society, #1)",Ally Carter
2803,"First Grave on the Right (Charley Davidson, #1)",Darynda Jones
1743,"Siege and Storm (Shadow and Bone, #2)",Leigh Bardugo
2587,"Ruin and Rising (Shadow and Bone, #3)",Leigh Bardugo
2283,"Halo (Halo, #1)",Alexandra Adornetto
1981,"Naked (The Blackstone Affair, #1)",Raine Miller
2428,"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter
1846,"Captivated by You (Crossfire, #4)",Sylvia Day
3422,"Come Away with Me (With Me in Seattle, #1)",Kristen Proby
1116,"The Immortals of Meluha (Shiva Trilogy, #1)",Amish Tripathi
1085,Five Point Someone,Chetan Bhagat
1443,The Secret of the Nagas (Shiva Trilogy #2),Amish Tripathi
2161,Since You've Been Gone,Morgan Matson
1100,"Kane and Abel (Kane and Abel, #1)",Jeffrey Archer
1104,"Grey (Fifty Shades, #4)",E.L. James
2194,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare
842,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas
1308,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas
2167,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas
2139,Elon Musk: Inventing the Future,Ashlee Vance
1852,"Glass (Crank, #2)",Ellen Hopkins
1409,The 3 Mistakes of My Life,Chetan Bhagat
7373,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas
1614,"We'll Always Have Summer (Summer, #3)",Jenny Han
1284,"It's Not Summer Without You (Summer, #2)",Jenny Han
1720,Amy & Roger's Epic Detour,Morgan Matson
2443,"Collide (Collide, #1)",Gail McHugh
2395,"Never Never (Never Never, #1)","Colleen Hoover, Tarryn Fisher"
2659,"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts
3384,"Perfection (Neighbor from Hell, #2)",R.L. Mathewson
2273,The Butterfly Garden (The Collector #1),Dot Hutchison
1194,"Dog Days (Diary of a Wimpy Kid, #4)",Jeff Kinney
1143,"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren
2576,"Beautiful Stranger (Beautiful Bastard, #2)",Christina Lauren
1422,"Out from Boneville (Bone, #1)","Jeff Smith, Steve Hamaker"
524,Wall and Piece,Banksy
2345,"The Immortal Rules (Blood of Eden, #1)",Julie Kagawa
2801,The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley
2331,Nov-09,Colleen Hoover
1183,"Attack on Titan, Vol. 1 (Attack on Titan, #1)","Hajime Isayama, Sheldon Drzka"
1780,"Born at Midnight (Shadow Falls, #1)",C.C. Hunter
2410,"Sweet Evil (Sweet, #1)",Wendy Higgins
1609,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",Mark Cotta Vaz
1352,"Black Butler, Vol. 1 (Black Butler, #1)","Yana Toboso, Tomo Kimura"
2483,"Rush (Breathless, #1)",Maya Banks
717,The Hunger Games: Official Illustrated Movie Companion,Kate Egan
1510,"Fairy Tail, Vol. 1 (Fairy Tail, #1)","Hiro Mashima, William Flanagan"
1769,"Real (Real, #1)",Katy Evans
1619,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",Stephenie Meyer
2022,Concerning the Spiritual in Art,Wassily Kandinsky
2629,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas
636,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",Mark Cotta Vaz
1170,"Unravel Me (Shatter Me, #2)",Tahereh Mafi
1651,"Ignite Me (Shatter Me, #3)",Tahereh Mafi
2146,"The Wishing Spell (The Land of Stories, #1)","Chris Colfer, Brandon Dorman"
1355,The Hunger Games Tribute Guide,Emily Seife
954,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,Catherine Hardwicke
2692,"Beautiful Oblivion (The Maddox Brothers, #1)",Jamie McGuire
1893,"Release Me (Stark Trilogy, #1)",J. Kenner
1470,"This Man (This Man, #1)",Jodi Ellen Malpas
2106,"This Man Confessed (This Man, #3)",Jodi Ellen Malpas
3231,"Backstage Pass (Sinners on Tour, #1)",Olivia Cunning
2533,"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski
2276,"In Flight (Up in the Air, #1)",R.K. Lilley
2330,"Mile High (Up in the Air, #2)",R.K. Lilley
2748,"Grounded (Up in the Air, #3)",R.K. Lilley
2333,"The Mighty Storm (The Storm, #1)",Samantha Towle
1904,The Sandman: Overture,"Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein"
1129,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien"
